n_number,first_name,last_name,email,gpa,grad_year,street,city,state,postal_code
N59532,Christal,Fost,cfostqt@nyu.edu,1.047,2023,22881 Barby Avenue,Montgomery,AL,36114
N88543,Myrtia,Fleote,mfleotequ@nyu.edu,0.649,2024,04507 Rockefeller Junction,Savannah,GA,31422
N75421,Leora,Wistance,lwistanceqv@nyu.edu,1.184,2026,837 Esker Junction,Winston Salem,NC,27105
N87697,Artair,Dansie,adansieqw@nyu.edu,0.281,2027,294 Mccormick Crossing,Pensacola,FL,32505
N37231,Elnar,O'Carney,eocarneyqx@nyu.edu,1.383,2023,975 Barnett Drive,Sioux Falls,SD,57110
N65548,Davine,Godbolt,dgodboltqy@nyu.edu,1.177,2027,04 Beilfuss Junction,Billings,MT,59105
N52149,Jojo,Sommerled,jsommerledqz@nyu.edu,0.443,2027,64529 Quincy Way,Amarillo,TX,79188
N55994,Alyosha,Devine,adeviner0@nyu.edu,3.746,2026,901 Forest Run Hill,Nashville,TN,37240
N56289,Harriette,Stabbins,hstabbinsr1@nyu.edu,0.72,2023,5507 Hayes Road,Las Vegas,NV,89115
N42679,Tedman,Franchi,tfranchir2@nyu.edu,2.234,2026,30966 Straubel Plaza,Rochester,NY,14609
N88908,Lutero,Champerlen,lchamperlenr3@nyu.edu,2.897,2025,34 Leroy Alley,Charlotte,NC,28205
N40208,Camila,Tucknott,ctucknottr4@nyu.edu,3.299,2024,3 Ridgeview Parkway,Flint,MI,48550
N49491,Fayette,Jaquiss,fjaquissr5@nyu.edu,3.811,2023,8486 Delaware Road,West Palm Beach,FL,33421
N73716,Marlene,Wem,mwemr6@nyu.edu,2.396,2025,952 Mariners Cove Street,Hollywood,FL,33023
N83647,Dierdre,Matschek,dmatschekr7@nyu.edu,0.285,2026,22052 Golf View Avenue,Torrance,CA,90510
N58582,Shalne,Waskett,swaskettr8@nyu.edu,2.136,2026,2800 Tomscot Trail,Arlington,TX,76004
N38612,Temple,Ilchuk,tilchukr9@nyu.edu,0.678,2025,9 Ludington Terrace,Indianapolis,IN,46295
N68264,Cissy,Messier,cmessierra@nyu.edu,2.682,2025,4 Milwaukee Street,Chandler,AZ,85246
N47522,Isa,Hebditch,ihebditchrb@nyu.edu,1.34,2024,0795 West Center,Seattle,WA,98115
N40230,Caesar,Possek,cpossekrc@nyu.edu,0.412,2027,2 Butterfield Lane,El Paso,TX,79905
N36357,Nikolai,Gemson,ngemsonrd@nyu.edu,1.17,2024,52 Colorado Avenue,El Paso,TX,88535
N50402,Horace,Marryatt,hmarryattre@nyu.edu,2.012,2025,9 Hermina Point,Kansas City,MO,64193
N66907,Richie,Huddleston,rhuddlestonrf@nyu.edu,2.376,2024,64 Pierstorff Lane,Birmingham,AL,35210
N48857,Arden,Garber,agarberrg@nyu.edu,1.216,2027,9847 Grover Crossing,Hartford,CT,06152
N79177,Conn,Faragher,cfaragherrh@nyu.edu,1.201,2023,9184 Parkside Way,Dayton,OH,45432
N88257,Sadie,Cottell,scottellri@nyu.edu,1.585,2027,23404 Truax Junction,Washington,DC,56944
N84102,Gearard,Tousey,gtouseyrj@nyu.edu,1.094,2027,270 Farmco Plaza,Camden,NJ,08104
N53365,Reggy,Edmans,redmansrk@nyu.edu,0.11,2025,27582 Aberg Center,Long Beach,CA,90847
N71852,Alene,Kinch,akinchrl@nyu.edu,3.011,2027,79 Bowman Crossing,Dallas,TX,75251
N75380,Vail,Cogdell,vcogdellrm@nyu.edu,1.052,2024,56680 Knutson Drive,New Orleans,LA,70187
N37515,Katherina,Purser,kpurserrn@nyu.edu,0.259,2027,1073 South Way,Worcester,MA,01610
N73305,Jessie,Scrimshaw,jscrimshawro@nyu.edu,0.069,2027,4299 Alpine Hill,Evansville,IN,47712
N52675,Ashia,Guirardin,aguirardinrp@nyu.edu,2.599,2027,61377 Hanson Junction,Harrisburg,PA,17121
N85150,Eziechiele,Prince,eprincerq@nyu.edu,2.528,2025,83 Pennsylvania Park,Lubbock,TX,79491
N60278,Steward,Rudsdale,srudsdalerr@nyu.edu,1.282,2024,0 Prentice Court,Austin,TX,78737
